a,b,c,d,k,y
15.49,596.66,4111.64,-0.22162186498802125,1.0326036991546381,-38783.18779232922
94.0,156.74,1393.15,-0.25614337785155955,1.4592052078163764,46305.72369936805
119.7,-297.32,8351.41,-0.29452644747510937,0.606617256211365,-3101959.027749456
67.02,-95.01,4822.99,0.11775163118108917,0.1244507460981421,-521392.9384288356
294.3,677.26,5681.59,-1.0435795636415832,0.8971568606044221,636070.5266733093
288.47,602.19,7704.4,-0.6420238662694244,1.4472091377781628,2100434.111702217
147.82,276.06,1162.15,-0.11510898732120937,0.37275537274615744,-212700.32681672677
197.48,-300.38,5602.56,-0.8101648040149942,0.5546337953691669,-2315054.0941615244
222.55,28.58,3596.55,-1.8964424990730562,0.34584841720118553,95595.53219702448
226.02,274.35,7334.02,-1.3703055961239825,0.755033912320427,1484128.76976147
7.93,-284.21,7609.35,-0.6658939298588653,0.16317512860362515,-2728099.0143384296
138.17,418.47,3342.45,0.14812710726869488,0.47141883014616215,172966.77887091777
156.14,373.95,8397.46,-0.6134031121456855,1.7229093752107862,2161023.850839058
153.17,129.11,7816.86,-0.7652847291301774,0.1064074867031576,892138.9784116491
284.81,-122.16,9286.7,-0.08780095055015272,0.41918691346708614,-1239012.2874423182
65.85,-385.55,9855.75,-0.44819930061673147,0.9710499819253777,-4840529.669542905
120.81,525.01,1145.57,-0.2415934599662463,1.958413900963667,-1328115.3948779572
86.48,-12.71,9697.02,-0.4355626065809882,1.3019345369774231,-124512.24689781188
191.03,201.17,9220.91,-1.829181445136254,0.6643083843021718,1570462.2399745411
268.03,-392.32,2565.74,-1.2717093523710585,1.1996706295868944,-2085189.756029367
293.07,680.79,9760.96,-0.059225154966923016,0.6227070040150305,3400778.0045620804
58.38,-193.86,8985.49,-0.333286218844122,0.47044647092761205,-2005067.1935589614
202.85,-335.3,4464.14,0.3686971449903358,3.223906716991462,-2283545.7537086187
154.81,272.99,4411.8,-1.754387563057259,-0.29003252097239285,681763.8681458078
79.78,308.46,2775.36,-0.40240851406216366,0.7236254189879138,189941.96478591664
257.01,-9.76,4280.56,-0.4354831841897812,0.6627659570336373,-42837.00065608576
228.11,64.62,9238.71,-1.0920073741873981,0.3373729624161393,566903.5791444461
244.83,-293.09,9880.04,-0.9869996490530015,1.3588054840552717,-3497899.8085157033
233.38,157.37,8962.64,-0.7339281129699949,2.017722394407646,1236492.7163020167
279.99,-13.32,3850.47,-0.22934990941407868,0.7737764458619392,-52755.12482688769
52.92,-68.6,2345.3,-0.0865038664133242,0.4443097270947072,-193845.35716367446
161.59,316.73,1592.43,-1.7706094672453856,1.4330643429257264,-198857.35506342925
119.68,160.31,2965.77,-0.13237713145059005,1.1178765123085488,295491.9261220333
110.01,-46.13,2944.74,-0.7880535290101216,0.13430096067634986,-151039.9366435571
143.62,547.15,9812.26,-1.4187713432721933,0.34612831052797044,3272453.4827006483
263.71,-312.02,1999.62,-1.1421123191018092,1.1380041052625298,-1306471.6343896955
191.16,-148.63,6358.23,-1.4077854591819032,0.5433771922735472,-1100601.5896236778
123.4,-445.59,5123.79,-0.34523432598614656,0.1583347670919097,-3673111.828150222
61.34,-443.05,8716.77,0.00417289906242117,0.9349527705051938,-5236017.166210652
34.17,405.13,1753.02,-0.25015510566577537,1.4119888528171143,-438741.4668046216
98.21,-242.99,5374.95,-0.7949978751394233,-0.20956461866569062,-1719640.8861410224
186.86,-183.1,3671.55,-0.42915388930273346,2.863176037354315,-907221.8881169367
234.53,477.48,9338.36,-1.371816567053124,0.5564670914579377,2861844.138625003
15.56,68.11,7085.84,-1.022152088764036,1.3795369458175164,450087.1722542748
173.62,173.18,8205.6,-0.8378335802125079,0.7369394775529846,1210597.2073592725
262.5,405.18,1038.01,-0.5357044559593338,0.43606141965806533,-729107.2121887042
24.45,295.0,2730.06,-1.4889011188308765,-0.0451516348098178,196066.39642155013
230.87,618.08,9999.39,-1.0457246190748077,0.6644701574007212,3505417.5929611675
277.06,81.22,8410.48,-0.43513293050676144,0.3820608658151143,636500.3367888078
298.75,-49.5,4901.0,-1.149178421152783,0.38958291227871333,-260952.68669970342
253.61,-410.38,3076.29,-1.4891526218351834,1.2416729775383224,-2442652.731767553
43.24,319.77,6925.65,-1.3172803138739695,1.244295548969622,1498644.9494681566
258.81,560.59,9941.47,-0.6736470215984418,1.0896270017904628,3372649.896812351
126.29,-109.79,7976.83,-1.7566533517201361,0.4772179189417779,-960928.9294971483
22.81,570.35,4306.99,-1.026177892030655,1.2225176020448532,179315.20449675486
115.83,626.23,9537.99,-1.5088417707290875,1.3357659598560547,3227214.7499461006
59.15,288.52,6113.38,-1.7881334537185742,-0.055160914800295634,1180757.2778948077
87.24,480.71,3223.79,0.20361768514213768,1.2760482924602148,-67804.18586374322
45.26,544.42,4295.47,-1.053253502133375,0.12261281511840541,263621.3689615322
270.48,-69.55,6437.29,-1.2194570012153576,0.37316181741954196,-482728.1286832738
242.31,676.89,5084.73,-1.3708632736930213,0.9799312451626505,233379.3163238493
59.98,589.18,1528.87,-0.1405008361660985,1.3112137953395162,-1529181.5504891428
114.18,-40.62,3086.82,-1.2899754531082575,0.2230683502579471,-137451.53774578715
31.14,487.39,961.44,-1.0317664840582788,1.1320964162527463,-1194359.96305346
110.8,-469.97,3844.36,-2.783667556819686,0.24167883531402284,-3353913.0125936866
166.84,21.42,5842.73,-0.7017095484501551,0.23001572165642242,121529.8755483063
170.35,-355.74,6435.98,-0.8570787612342329,0.3271696972144583,-3175903.1053401344
95.93,630.86,2846.22,-0.5841398558920123,0.9528584474989353,-990520.5521068069
200.21,569.51,978.08,-0.2877224930215948,0.5858065497575304,-1713566.886762279
2.68,182.25,9193.58,-1.2606992671943873,0.8688092241209195,1443012.3438341634
161.14,296.53,1267.02,-1.1720885740751807,0.8676895042689898,-240462.26326178233
108.18,-450.91,6503.15,-0.17128865655417985,2.093158745854175,-4355639.362968672
33.96,-91.82,6697.46,-0.5943558780717212,0.9217097788938802,-674048.190931605
257.85,306.74,7068.84,-1.9475292572739287,0.7026097912623384,1507912.8062294147
246.39,237.31,2897.49,-0.6916616558797394,1.9519279481663478,292793.50916845823
208.33,-79.31,2079.3,0.11500215648553269,0.025869206552358213,-208855.95211159016
106.61,265.09,8697.54,-1.0890797712457985,0.30075439912864044,1813315.7780385555
127.78,211.23,5949.4,-1.048769631701241,0.7093476095880885,943895.7034767208
44.6,419.22,9118.15,-0.7437747366198645,1.408133944345349,2592176.0936335633
80.39,1.72,3709.42,0.027708801229583302,0.4414243611098891,6367.302479053344
219.0,-496.17,7938.26,-1.4492026163975842,0.20507756650342895,-5663129.27041595
227.17,-279.53,8390.06,-0.8894340924534421,0.47778605090366033,-2892939.8558452292
53.51,88.34,7491.17,-0.6376225401562405,1.6385457116395625,607021.9977732648
162.61,213.93,8903.38,-0.5586618220480034,1.5757440042699,1584019.0814843168
225.39,689.35,8152.56,-0.8404126479423456,1.6638838137030898,2292879.2399853864
185.38,-367.36,5310.39,-0.17512674340144124,0.6410581170646998,-2895612.182936735
91.32,-301.96,9612.2,0.0819842451721364,1.787384662002067,-3540732.4496991104
14.68,-287.37,9436.49,0.12621772094220512,0.3610817760310624,-3289828.21147105
168.29,-176.12,820.88,-0.37083977231743354,1.4497178421719144,-361920.06956612185
181.6,492.58,6140.66,-0.3575681969401489,1.1280887962320487,1326093.2943772052
111.52,694.73,7327.42,-0.5489793428606154,-0.18125199511506307,1711816.049834306
248.56,-403.96,9046.27,-0.8846582925380522,0.15879738954613168,-4797386.390378065
4.41,91.81,5092.2,-1.7984509942262703,0.547265924111356,408484.1261581687
291.36,540.34,9619.55,-0.24939331474544368,1.0757082122400299,3153801.8774315203
113.89,269.08,6694.9,-3.1536246877101957,1.396398236406966,1293378.5556930313
23.99,-378.03,9680.71,-0.2882363654171757,-0.207611260192944,-4659969.670477612
270.14,50.89,1883.54,-0.011130646823065526,1.2196392900579842,77714.26846758998
138.02,257.89,2380.47,-1.42728239681432,0.4748336921545293,147659.44602426953
61.04,-50.53,7666.88,-0.3127633136251963,1.877672604602054,-405347.77274561016
158.28,241.15,3665.83,-1.7151939208378988,1.7522569356026754,475989.84109967796
128.6,38.14,9313.49,-1.6812601442568136,-0.11116166370799752,344278.6716195109
152.45,18.65,3124.9,-1.1343003346994631,0.7880983850629159,55239.10397815795
5.4,68.5,2337.75,-1.20693564788562,0.1585427893562726,127267.80721133009
83.75,-143.79,8775.25,-0.21548873484222397,0.5032930866534916,-1406585.3979647555
166.2,-277.86,9195.44,0.03081675809440715,1.7197985432748537,-3095470.236046855
7.62,-378.7,1882.24,0.0032509217796632336,0.9242514124107474,-1716700.02828828
270.18,-28.3,1517.12,-2.3442204807554052,1.4858566001337035,-50758.391564948906
64.43,-84.2,2357.98,-0.272169875550076,1.018069055350521,-248231.01393958664
18.82,618.06,3915.02,-0.007204519874283721,0.4633982346522465,-254270.36187589035
275.78,566.11,9243.57,-1.3603343249318034,0.5393609160164421,2988200.788527832
29.47,-386.35,1602.84,0.012601443538171154,1.4859678994474195,-1664120.1729241314
207.33,464.39,7993.94,-0.6053262294989179,1.069326737150476,2202259.5588207375
79.55,315.89,5241.77,-0.6654936902740011,0.49365361387448237,957131.8701503908
54.37,649.35,3021.94,-1.5970382274962944,0.188542675838619,-989594.2292497455
47.91,-294.17,5955.48,-1.3237815268279127,-0.1381298388434225,-2357896.445724758
40.45,556.61,3847.33,-0.3101885884198007,0.35176305377726785,-27284.472240319235
271.61,-278.77,6864.22,-0.2599051437022821,0.6297325430032725,-2457774.806548189
285.22,75.07,6047.0,-0.5264730255430341,0.30508778041793855,413974.1631240122
177.6,-1.97,3625.36,-1.0767261329827968,0.7245537578285639,-7838.653720820151
143.58,448.67,6560.79,-1.8599828858405796,1.4124941036724932,1533560.568567597
244.02,67.95,5174.34,-1.1706154811712806,0.20534920948399527,318276.60161111667
196.51,-469.3,8542.19,-0.3487311070089186,0.06442665031342737,-5550787.01433372
86.33,152.85,5112.75,-0.5958385685623593,-0.02672999446341165,617762.1271851696
54.78,267.56,2300.42,-0.37068204216783607,0.855316127078857,114310.57666215938
150.85,-102.11,9685.04,-1.554057668395516,1.1308215425322596,-1062745.7249645998
235.42,2.62,6225.69,-0.5216086405122663,-0.07162286936875342,15833.632363104341
261.68,387.17,9447.35,-0.4633180618224895,2.5350981121904397,2608000.819788699
94.57,-130.61,3094.2,-0.5009685075986642,0.08495046765705658,-523712.00937304215
172.12,452.23,3714.6,-0.6134234291648707,1.1342637880878796,247899.69022932232
176.13,122.57,8177.5,-0.9929871560141529,0.48567360984859737,896540.1899661239
141.21,542.16,4418.7,-0.16225401095184594,0.6159438686026006,337999.85362292564
290.41,178.42,6842.2,-1.5213791402916783,1.302904863310288,996402.1718406662
51.26,7.56,5938.59,-2.0410552431344025,0.33827100471663457,44130.74702507907
57.08,91.64,4151.94,-0.6150991495207988,1.49395149170852,321574.92878668965
45.18,550.34,2574.55,-0.616737883772196,1.1743747443545778,-703339.0324711152
185.06,550.44,5434.6,-0.6996020336390815,0.3031862187912012,870078.747495309
137.24,659.87,5431.09,-0.39255680026095846,1.7968407402462572,535625.2463319063
57.09,-380.06,7656.89,-0.3855815392356349,1.0423270670264795,-3921274.2156009693
268.25,90.77,1871.27,-1.5570469194130845,0.7886668251740053,110718.8666479868
76.47,-462.85,2738.62,-0.25845874557784804,0.34835093507176873,-2767250.3583288724
237.92,-393.36,8342.29,-0.46700830544872973,-0.19470532991139905,-4365036.515321631
252.0,-95.55,1221.17,-0.11421928513013095,1.1493723954460522,-180692.27755833697
41.69,-267.28,5800.57,-1.1800956568022827,1.1265181009735685,-2050619.4069227735
97.19,-406.16,8772.55,-0.9383878673179901,0.09523997313283938,-4718139.40941218
31.58,-145.33,6108.74,-0.6149507854577468,0.31337857228263905,-1035696.8319854157
171.13,-229.24,5564.28,-1.401930418915863,1.6759374437451933,-1644253.5094395615
243.13,-454.89,4490.65,-0.291252759708564,0.40862859028730514,-3491474.085337102
39.63,674.54,9674.17,-0.9532996599738012,0.4998847421930446,3340452.8737574224
7.39,547.9,3238.6,-1.2797936727919035,0.19445200934425702,-326964.5109220308
31.26,580.86,3924.49,-0.6162297889925341,1.906239976855616,-82277.53370567095
297.71,10.8,7445.09,-0.4314392265285824,2.087869082817801,79140.12549463235
182.65,64.52,8749.98,-1.594786743055964,1.4692420962940755,534388.2417490506
211.3,206.64,6097.91,-1.836291608219164,0.02268609734724235,959815.0089072805
169.26,509.87,6380.77,-1.0699095455268597,0.16803564002654361,1432957.8147152243
169.32,-105.86,2671.55,-1.8244329560262442,0.8894694929936756,-362335.9140147194
277.89,464.54,2612.3,-0.9167754406280098,0.9372053779702858,-297956.17292777175
239.71,7.82,5676.16,-1.0598136351354388,0.48507778004714036,43070.35047160287
229.59,177.82,1548.26,-0.922335941146384,0.4301783191135724,53230.77258121443
116.77,187.49,4478.37,-0.34831344207583215,1.5426799128575612,593439.2563230996
132.76,-12.87,7439.84,-1.3644984838324985,0.7033385699076717,-97544.31159753706
119.1,404.86,5993.64,-0.39848074083755164,0.29911288594201274,1279037.6019423013
74.67,492.03,6289.8,-2.1178685286932373,1.4205890429519359,1399561.2528510815
102.48,265.6,2684.25,-0.012290950384921798,0.5061055456616208,219128.86533239938
199.26,296.84,7899.93,-1.0907432712481204,2.1585086053545455,1727454.831525277
67.71,77.42,7938.91,-0.015135069917081315,0.5960017220891696,572669.8217025911
116.88,-208.09,2554.26,-0.22279181426328298,1.149705417999763,-834717.4725913244
252.92,646.63,4448.97,-0.42825985805138955,0.49894288147071797,-50454.25886769413
43.75,686.04,2925.76,-0.008219528881136029,0.25737105532261007,-1287369.041499075
56.05,-226.57,9953.98,-2.097692134280491,0.31814688430194416,-2615021.1168818832
225.32,18.81,4485.6,-1.4338595539307286,0.4277997611192583,80767.0058718181
170.26,618.24,4456.26,-1.2224918376483387,0.7787602293632158,78764.55446956087
172.55,678.55,3154.6,-0.315055016169854,0.8846024529416978,-1082647.3891470388
246.34,566.57,1787.6,-0.5620790845397851,1.0587116692894583,-1234695.4878571238
152.22,-371.26,5912.36,-0.03523542914812364,0.7854776092555213,-3159879.486272706
84.99,-255.71,9705.6,-0.7110437839034187,0.023836052865513976,-2939743.494663523
190.39,606.69,8901.01,-2.8666705011227145,0.735518718114772,2821735.969187595
89.09,278.7,7209.0,-1.485597267341265,0.6130594115245914,1464969.3650183405
198.52,-122.56,3331.37,-1.0106967241869829,0.27334344620093715,-514141.4308565272
225.8,-477.66,6525.02,-0.9894185115951439,1.2947661171561504,-4714637.340809253
73.72,-96.06,5810.58,-0.24616138298392493,1.1936868760253718,-622820.7599197994
57.96,-264.99,1702.33,-0.38513647034709736,1.0906107548637218,-942716.8065032039
129.48,240.18,4506.71,-0.9025953371738984,0.8428195639500001,678207.165018912
285.73,544.13,4732.68,-0.9479238358396244,0.12000158062750885,501703.30269900267
36.45,397.98,8462.34,-1.1097799420125434,0.4162640538828752,2258984.047119815
203.61,-299.62,9994.11,-0.11993624733801832,1.6280124080578995,-3622925.90826451
257.21,183.9,1884.27,-0.23719123462241865,0.17481270791039066,109569.24012690813
11.59,176.3,5076.96,-3.52614284326076,-0.46734685114319385,677360.6717784926
254.1,-69.68,9031.15,-0.13757314930355763,2.414884358918876,-663400.3228081851
43.2,-39.37,4143.73,-1.2224243288674481,0.6391776689907327,-174173.53797387503
83.89,-393.53,9572.42,-0.15551700189823636,0.38937055741133636,-4851141.18021105
154.72,500.19,3413.75,-1.376572807704232,1.2131345086309435,-44552.861247038156
230.18,-208.04,4307.66,-1.0385026323845192,0.45093256292847156,-1199966.687881154
274.02,692.39,6111.03,-0.944007873579393,0.7266644160500046,874483.0402326625
90.73,697.95,8028.58,-0.43421913953937163,0.8755565289896079,2193469.813474484
189.77,445.29,1133.05,-0.8509917366595521,0.14804507779738915,-884011.4642738088
18.97,-488.61,8863.23,0.020331311201585267,1.880829752737781,-6001839.546668577
170.05,-432.63,1345.42,-0.4364278242792298,1.1445221970338166,-1892510.233811102
290.5,-168.72,7263.36,-0.34224342298982274,1.3058640271175141,-1425087.5358723358
266.58,-21.95,5240.37,-0.7850871816181152,0.05089187932401451,-119130.99915754236
12.87,675.12,4532.1,-1.5859765702688906,0.8311702496574933,-130869.32512995898
108.35,638.09,6005.85,-0.8657806620833428,1.3524856590927214,981831.7454732846
283.62,-21.46,1480.61,-0.07113348044418599,1.2938333722155195,-35068.31352871655
37.31,-241.63,5342.34,-0.2242464016378599,0.45945390205121595,-1699594.375112611
210.5,42.26,6390.33,-1.1362419293587158,0.21448427122307986,256717.22944401216
162.07,447.94,7318.74,-1.2685807654699959,1.562223756758498,1873083.8688663463
62.69,50.35,2596.26,-1.3281135015306107,1.858900749269126,112682.78567105085
12.38,629.33,9245.58,-0.9983057756559373,0.36006409576120607,3046083.971465453
17.03,511.15,4409.74,-0.6458064655809072,0.9500651343658697,425079.4326684284
41.18,272.39,9458.1,-1.2054265177772683,1.4332497032813918,2056742.8914337463
294.74,214.99,7694.74,-1.0453291769016273,0.8777595591525849,1329668.496801874
35.74,-159.68,3274.55,-0.3879399412819214,0.650384299740757,-701412.7697835249
31.7,-163.61,9726.49,-0.6377024792356134,0.5430601252339522,-1778799.5618685673
215.52,-6.61,3194.1,-2.406754848318009,0.4699686886143119,-23232.717656220168
181.03,453.96,1658.72,-0.9015286040915259,2.217663130176626,-690138.0703236441
135.91,111.44,3829.91,-0.11890613243934017,1.5972780386462229,339816.3100554107
52.15,664.93,2658.18,-0.6412519268003722,0.7318783187881042,-1327537.0274604254
251.7,-56.92,2747.2,-0.9427999026609691,0.6077370119258189,-179880.5435789663
237.72,607.12,2021.28,-0.044608823093188144,0.38747281845216625,-1353040.478982421
55.08,-401.34,6731.74,-1.4100028190417473,1.1887842206334747,-3829505.6629218203
229.4,-433.43,9273.07,-0.8016785010699636,0.16657280145157,-5334901.183542785
57.8,648.19,1581.89,-1.6201471223801087,0.5512477218782098,-1916014.06877322
263.2,361.85,6898.97,0.057394245952426745,0.14852180609918408,1579897.2186518954
56.41,-197.41,6508.84,-1.6201054171200047,0.6353294441916448,-1558024.7222851687
153.28,79.56,9261.47,0.06206277309575166,0.6642149554997399,692567.3364698726
196.88,262.6,2796.93,-2.047283385212195,1.6441815540541846,250350.3598028919
129.32,27.97,3998.32,-0.2765974976950946,0.6678927303278792,106231.4217610379
61.17,159.54,8994.88,-0.8339205558286124,0.5000221903092809,1256693.4456488586
89.24,597.15,4714.47,-1.1937926624746185,0.10480304830346678,318756.57850292523
85.76,-84.31,1912.88,-0.6817057229515636,-0.08604635006438141,-211236.48921184632
114.67,443.73,7288.4,-0.7942510275032724,1.1784561084997738,1855488.133523698
186.95,-152.0,1332.38,-1.4554978572597683,1.5411146395129718,-365203.37604172126
22.36,-244.12,6839.5,-0.7183706902461692,0.5978528223145587,-2086877.1674236325
34.74,-117.46,6520.69,-0.709522220020129,2.0389268551317534,-862585.6894624039
150.31,642.05,5135.64,-1.000308582261778,0.200642367266406,411214.2667453317
282.0,467.94,9120.85,-0.2978496459031786,0.664079655914816,2734941.5100993775
293.0,137.09,7615.05,-1.240198145834333,1.4112143356218825,911118.6773190218
12.64,-34.21,2060.09,-1.1571099575526713,1.1159364103468823,-78719.80012103125
225.52,575.6,8236.3,-0.39449703983656714,0.8484064120568456,2421295.1140478165
293.79,64.93,7434.25,-0.39582450977990047,1.6403717387748231,452786.9300493219
30.65,431.58,3762.99,-0.9346016242178968,0.2914605011790652,320102.0281469961
149.39,537.35,7049.67,-1.0754335293584405,1.2126277169088333,1766361.9499290865
287.19,-393.28,8456.31,-1.5849523512587682,0.6658189853205361,-4409974.718846759
186.6,360.51,2325.81,-1.7726034658770031,2.326485600409848,-72454.79206217067
33.83,229.92,6418.68,-1.0592903488846077,1.7446006346327319,1105613.7148727656
219.63,24.14,9152.64,-0.8719360264120185,0.003687841410892234,216195.6449292992
214.88,-10.48,5026.72,-1.1108594432106147,1.3204767517600782,-54285.18045002887
291.39,-77.32,3195.44,0.01560566708446931,0.7135053268901421,-288904.17067714996
87.94,-68.27,1514.69,-0.5506628544032265,0.7005154138304578,-136203.1683498719
